customer_id,age,gender,marital_status,education_level,location_type,tenure_months,contract_type,payment_method,paperless_billing,auto_payment,credit_score,account_status,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,data_usage_gb,streaming_tv,streaming_movies,online_security,online_backup,device_protection,num_support_tickets,num_technical_issues,satisfaction_score,complaint_status,monthly_charges,total_charges,avg_call_charge,late_payment_count,signup_date,churn
CUST_00000011,38.0,Male,Married,Master,Urban,6,Month-to-month,Bank transfer,No,No,722.0,Active,187.94,57,96.99,23,19.52,5,41.81,No,No,No,No,No,4,2,7.0,Pending,111.7,657.16,1.2988,0,2023-06-15,Yes
CUST_00000012,38.0,Male,Married,PhD,Urban,5,One year,Mailed check,No,No,656.0,Active,144.16,33,80.63,21,24.43,6,16.97,No,No,No,No,No,0,0,8.0,None,53.91,263.74,0.8838,0,2023-07-25,No
CUST_00000013,48.0,Male,Married,Bachelor,Urban,1,Month-to-month,Credit card,No,No,590.0,Active,178.92,85,168.59,38,81.16,26,8.38,No,No,No,No,No,0,0,,None,56.23,60.74,0.3749,0,2023-11-17,Yes
CUST_00000014,18.0,Male,Divorced,Master,Suburban,2,Two year,Bank transfer,No,Yes,649.0,Active,211.4,88,53.86,14,95.85,32,23.56,No,No,No,No,No,3,1,7.0,Resolved,76.61,148.61,0.5675,0,2023-11-02,No
CUST_00000015,19.0,Female,Married,Master,Urban,2,Month-to-month,Electronic check,Yes,Yes,615.0,Active,100.99,38,22.5,7,44.73,19,15.76,No,No,No,No,No,1,0,7.0,Resolved,63.94,133.71,0.9837,1,2023-10-06,Yes
CUST_00000016,36.0,Male,Divorced,High School,Urban,26,One year,Credit card,Yes,No,741.0,Active,67.46,20,80.41,18,14.49,4,39.13,No,Yes,No,No,No,5,2,5.0,Pending,121.04,2994.02,2.8149,1,2021-10-15,No
CUST_00000017,29.0,Female,Divorced,Bachelor,Suburban,21,Month-to-month,Credit card,Yes,No,601.0,Active,200.17,51,204.48,84,32.14,9,22.11,Yes,No,No,No,Yes,3,1,7.0,Resolved,106.42,2250.27,0.7339,1,2022-03-25,Yes
CUST_00000018,49.0,Female,Single,High School,Urban,20,One year,Credit card,No,No,609.0,Active,131.57,52,92.36,18,199.32,49,5.36,No,No,Yes,Yes,No,3,1,5.0,Resolved,82.59,1795.24,0.6882,1,2022-04-25,Yes
CUST_00000019,31.0,Male,Married,Bachelor,Rural,31,One year,Bank transfer,No,No,674.0,Active,243.75,66,106.12,32,64.94,30,3.9,Yes,No,No,No,Yes,1,0,8.0,Resolved,83.98,2398.87,0.651,0,2021-05-26,No
CUST_00000020,23.0,Male,Single,Master,Urban,6,Month-to-month,Electronic check,Yes,No,680.0,Active,151.73,35,63.5,27,59.79,27,0.18,No,No,Yes,No,Yes,3,2,5.0,Pending,51.73,312.25,0.5748,0,2023-06-05,Yes
CUST_00000021,66.0,Female,Single,Master,Suburban,10,One year,Bank transfer,Yes,No,658.0,Active,140.83,29,98.75,20,34.87,9,29.03,Yes,Yes,No,No,No,0,0,9.0,None,127.76,1286.36,2.1654,0,2023-02-11,No
CUST_00000022,41.0,Female,Married,Bachelor,Urban,3,One year,Credit card,No,Yes,516.0,Active,110.48,31,180.83,60,79.15,27,7.74,No,No,No,No,No,2,0,6.0,Resolved,62.9,191.31,0.5286,2,2023-10-02,Yes
CUST_00000023,46.0,Male,Divorced,Master,Urban,21,One year,Bank transfer,Yes,No,548.0,Active,167.72,63,129.23,26,101.34,46,26.84,No,Yes,No,No,No,3,0,6.0,Resolved,112.32,2157.01,0.8259,0,2022-03-23,No
CUST_00000024,23.0,Male,Single,High School,Rural,64,Month-to-month,Electronic check,Yes,No,690.0,Active,185.48,80,127.37,62,20.41,4,32.58,Yes,Yes,Yes,Yes,No,1,0,8.0,Resolved,150.0,9026.69,1.0204,2,2018-08-14,Yes
CUST_00000025,36.0,Male,Divorced,High School,Rural,47,One year,Bank transfer,Yes,No,587.0,Active,150.59,47,213.82,45,63.76,22,7.83,Yes,Yes,No,No,No,0,0,9.0,None,81.3,3879.04,0.707,1,2020-01-04,No
CUST_00000026,46.0,Male,Married,High School,Suburban,19,Month-to-month,Credit card,Yes,Yes,719.0,Active,51.31,10,79.15,34,20.78,6,23.3,No,Yes,No,Yes,No,4,2,6.0,Pending,,1848.87,2.038,0,2022-05-17,No
CUST_00000027,27.0,Male,Divorced,Master,Suburban,24,Month-to-month,Credit card,Yes,Yes,492.0,Active,149.6,45,67.54,24,94.11,24,16.94,Yes,No,Yes,No,No,1,0,6.0,Resolved,97.53,2288.24,1.0376,4,2021-12-12,No
CUST_00000028,50.0,Male,Divorced,Master,Urban,72,Month-to-month,Credit card,Yes,Yes,638.0,Active,138.78,33,33.63,9,24.28,11,18.04,No,Yes,Yes,No,No,0,0,8.0,None,95.64,7535.45,1.7711,1,2018-01-01,No
CUST_00000029,35.0,Male,Divorced,Bachelor,Suburban,17,Month-to-month,Credit card,Yes,Yes,,Suspended,177.91,35,92.78,19,64.17,15,11.77,No,Yes,Yes,No,No,4,2,5.0,Escalated,82.86,1304.21,1.1837,0,2022-07-06,No
CUST_00000030,40.0,Male,Married,PhD,Suburban,49,Month-to-month,Bank transfer,Yes,No,560.0,Active,210.93,45,78.37,15,63.9,20,14.85,Yes,Yes,No,Yes,Yes,1,0,7.0,Pending,115.29,5160.02,1.4233,1,2019-11-06,No
CUST_00000031,35.0,Male,Divorced,Master,Suburban,16,Month-to-month,Mailed check,Yes,No,553.0,Active,171.34,36,81.28,20,117.23,24,3.09,No,No,No,Yes,Yes,3,2,6.0,Resolved,60.37,893.32,0.7453,0,2022-08-20,Yes
CUST_00000032,72.0,Female,Single,Bachelor,Suburban,1,Month-to-month,Electronic check,No,No,653.0,Active,111.79,22,244.69,49,18.36,5,16.22,No,No,No,No,No,3,0,6.0,Pending,80.47,84.81,1.0451,0,2023-11-15,No
CUST_00000033,44.0,Female,Married,Bachelor,Urban,65,Month-to-month,Bank transfer,Yes,No,618.0,Active,57.27,13,87.87,26,17.6,4,9.14,No,Yes,Yes,No,No,0,0,,None,75.72,4929.29,1.7209,0,2018-07-09,No
CUST_00000034,29.0,Female,Single,Master,Suburban,2,One year,Mailed check,No,No,627.0,Active,156.4,31,242.5,69,28.05,11,6.41,No,No,Yes,No,No,1,0,7.0,Resolved,64.01,128.75,0.5715,0,2023-10-16,No
CUST_00000035,57.0,Male,Married,High School,Urban,29,Month-to-month,Bank transfer,Yes,No,583.0,Active,43.69,16,172.76,51,119.28,42,8.24,Yes,No,Yes,No,Yes,1,0,8.0,Resolved,90.97,2607.63,0.827,1,2021-07-09,No
CUST_00000036,26.0,Female,Single,High School,Suburban,6,Two year,Electronic check,Yes,No,745.0,Suspended,168.19,53,30.5,9,21.74,4,10.74,No,No,No,No,No,1,0,7.0,Pending,49.84,298.32,0.7439,0,2023-06-11,No
CUST_00000037,48.0,Male,Single,Bachelor,Urban,55,Month-to-month,Credit card,Yes,No,675.0,Active,75.68,18,31.0,13,46.69,11,42.67,Yes,Yes,No,No,Yes,3,2,7.0,Escalated,150.0,8958.54,3.4884,0,2019-05-30,No
CUST_00000038,18.0,Female,Divorced,Master,Suburban,5,One year,Credit card,Yes,Yes,646.0,Active,318.29,90,35.6,11,29.7,8,12.4,Yes,No,No,No,Yes,2,0,6.0,Escalated,91.94,414.76,0.8358,0,2023-07-15,No
CUST_00000039,25.0,Male,Married,PhD,Urban,3,Month-to-month,Electronic check,Yes,No,727.0,Active,206.72,55,85.78,19,42.71,10,19.53,No,No,No,Yes,Yes,3,0,,Escalated,92.28,257.17,1.0856,1,2023-09-13,No
CUST_00000040,47.0,Male,Divorced,Bachelor,Urban,13,One year,Credit card,Yes,Yes,679.0,Active,139.95,33,46.29,16,48.47,12,4.94,No,No,No,No,No,2,0,8.0,Pending,37.69,442.01,0.6079,0,2022-11-20,No
CUST_00000041,56.0,Female,Single,PhD,Urban,16,Month-to-month,Bank transfer,No,Yes,614.0,Active,134.17,50,80.62,26,122.09,28,7.01,Yes,No,No,No,No,4,1,6.0,Resolved,67.76,1042.68,0.6453,0,2022-08-10,No
CUST_00000042,47.0,Female,Married,Bachelor,Urban,41,Month-to-month,Credit card,No,No,701.0,Active,231.9,64,75.82,22,93.03,40,0.82,Yes,No,Yes,No,No,1,0,,Resolved,73.74,3039.54,0.5806,0,2020-07-19,No
CUST_00000043,43.0,Female,Single,Bachelor,Urban,34,Two year,Bank transfer,No,Yes,809.0,Active,94.25,36,190.12,46,86.35,41,10.58,No,Yes,No,No,No,2,1,7.0,Escalated,73.03,2639.63,0.589,0,2021-02-26,No
CUST_00000044,40.0,Male,Single,Master,Urban,9,Two year,Bank transfer,Yes,No,654.0,Active,116.76,27,67.36,20,21.42,10,19.7,No,Yes,No,Yes,No,0,0,10.0,None,92.81,869.68,1.6002,0,2023-03-31,No
CUST_00000045,22.0,Male,Single,Bachelor,Urban,11,Month-to-month,Electronic check,Yes,No,713.0,Active,172.57,39,173.29,39,49.34,11,9.16,No,No,No,No,No,4,1,6.0,Resolved,60.02,624.14,0.6669,0,2023-01-16,No
CUST_00000046,34.0,Male,Married,Bachelor,Urban,20,One year,Electronic check,Yes,No,769.0,Active,137.37,33,77.19,28,52.15,14,12.08,No,No,No,No,Yes,1,0,7.0,Pending,65.13,1287.23,0.857,1,2022-04-27,No
CUST_00000047,38.0,Female,Single,High School,Rural,19,One year,Credit card,No,No,686.0,Active,98.87,28,55.51,26,75.97,20,1.53,No,No,No,No,No,0,0,8.0,None,34.21,704.18,0.4561,0,2022-05-30,Yes
CUST_00000048,,Female,Married,High School,Urban,47,Month-to-month,Bank transfer,No,No,756.0,Active,246.34,68,81.31,26,110.21,45,0.47,Yes,No,Yes,No,No,3,1,7.0,Resolved,64.06,3097.5,0.4576,1,2020-01-17,No
CUST_00000049,50.0,Female,Married,Bachelor,Suburban,15,Two year,Mailed check,Yes,Yes,657.0,Active,189.05,43,34.16,14,45.71,13,10.33,Yes,No,No,No,No,3,1,7.0,Pending,63.23,971.17,0.8906,1,2022-09-21,No
CUST_00000050,18.0,Male,Single,High School,Suburban,53,Month-to-month,Bank transfer,Yes,No,490.0,Active,199.23,45,161.5,77,67.54,22,1.72,Yes,Yes,No,Yes,No,3,1,6.0,Escalated,85.73,4638.47,0.5912,0,2019-07-26,No
CUST_00000051,49.0,Female,Married,Master,Suburban,5,Two year,Bank transfer,Yes,No,569.0,Suspended,93.01,18,84.39,23,48.0,16,25.78,No,No,No,No,No,0,0,7.0,None,75.49,363.21,1.3016,0,2023-07-14,No
CUST_00000052,39.0,Male,Married,Bachelor,Urban,48,One year,Credit card,No,No,722.0,Pending,336.9,84,95.84,23,32.84,7,4.9,Yes,No,No,Yes,No,5,2,6.0,Resolved,77.57,4077.74,0.6745,0,2019-12-13,No
CUST_00000053,34.0,Male,Divorced,Bachelor,Urban,8,Month-to-month,Bank transfer,No,Yes,816.0,Active,142.75,30,106.6,40,34.92,9,10.37,No,No,Yes,No,Yes,6,3,5.0,Pending,64.23,541.9,0.8029,0,2023-04-07,No
CUST_00000054,54.0,Female,Married,Master,Suburban,37,One year,Mailed check,Yes,No,616.0,Active,143.37,47,133.17,44,37.91,13,67.91,Yes,No,Yes,No,No,1,0,5.0,Resolved,150.0,5891.4,1.4286,0,2020-11-15,No
CUST_00000055,60.0,Female,Widowed,PhD,Suburban,19,One year,Mailed check,Yes,No,802.0,Active,215.39,45,136.03,34,21.44,5,8.82,Yes,No,No,No,No,0,0,7.0,None,,1370.81,0.8273,0,2022-05-23,No
CUST_00000056,58.0,Male,Divorced,High School,Suburban,50,One year,Electronic check,Yes,Yes,590.0,Active,120.47,25,90.34,31,53.03,18,9.66,Yes,Yes,No,No,No,3,1,6.0,Escalated,83.41,3761.41,1.1121,2,2019-10-05,Yes
CUST_00000057,32.0,Male,Married,Bachelor,Suburban,6,Two year,Credit card,Yes,Yes,645.0,Active,300.3,62,123.63,30,36.16,8,25.94,No,No,No,Yes,No,4,2,7.0,Resolved,104.27,623.1,1.0324,1,2023-06-16,No
CUST_00000058,40.0,Male,Married,Master,Urban,29,Month-to-month,Electronic check,Yes,No,674.0,Active,222.74,57,91.7,19,16.65,7,4.53,Yes,Yes,No,Yes,No,3,2,6.0,Pending,83.41,2507.13,0.993,0,2021-07-24,No
CUST_00000059,49.0,Male,Single,High School,Suburban,45,Month-to-month,Bank transfer,No,Yes,714.0,Active,193.83,68,65.05,29,76.26,17,2.01,Yes,No,Yes,No,Yes,3,1,7.0,Resolved,69.17,3265.71,0.6015,0,2020-03-13,Yes
CUST_00000060,59.0,Male,Married,High School,Suburban,35,Two year,Bank transfer,Yes,No,721.0,Active,206.77,66,93.1,31,57.46,13,0.39,No,No,No,No,No,0,0,6.0,None,40.07,1449.01,0.361,0,2021-01-06,No
CUST_00000061,37.0,Male,Married,Bachelor,Urban,20,One year,Electronic check,Yes,No,671.0,Active,112.58,43,27.94,13,40.27,11,24.38,No,No,No,Yes,Yes,2,0,5.0,Escalated,92.95,1805.69,1.3669,0,2022-04-26,No
CUST_00000062,42.0,Male,Divorced,Bachelor,Suburban,27,Month-to-month,Credit card,Yes,No,850.0,Active,180.69,38,51.86,10,117.39,28,37.23,Yes,Yes,No,No,No,4,2,5.0,Resolved,123.6,3226.7,1.6052,0,2021-09-03,No
CUST_00000063,28.0,Other,Married,High School,Suburban,5,One year,Bank transfer,Yes,No,702.0,Suspended,160.47,57,86.94,41,72.32,32,10.42,No,No,No,No,No,1,0,7.0,Escalated,64.43,309.35,0.4918,0,2023-07-19,No
CUST_00000064,27.0,Female,Widowed,Bachelor,Suburban,5,Two year,Bank transfer,No,No,626.0,Active,217.73,97,62.56,20,15.94,7,12.99,No,No,No,No,No,2,0,7.0,Resolved,59.83,271.19,0.4786,0,2023-07-25,No
CUST_00000065,57.0,Female,Divorced,Bachelor,Rural,7,One year,Mailed check,No,No,822.0,Active,37.2,15,102.45,31,180.61,55,4.43,No,No,No,No,No,3,1,7.0,Escalated,44.27,331.57,0.434,0,2023-05-19,No
CUST_00000066,65.0,Other,Widowed,Bachelor,Suburban,42,One year,Credit card,No,No,697.0,Active,34.19,10,222.49,46,18.46,4,13.52,Yes,Yes,Yes,Yes,No,3,1,7.0,Pending,110.18,4981.08,1.8062,1,2020-06-24,No
CUST_00000067,43.0,Female,Married,Master,Suburban,4,Month-to-month,Bank transfer,No,Yes,782.0,Active,78.82,17,64.76,24,127.89,32,10.28,No,No,No,No,No,3,1,,Resolved,59.4,240.81,0.8027,0,2023-09-01,No
CUST_00000068,60.0,Male,Single,Master,Suburban,8,Two year,Credit card,Yes,No,549.0,Active,143.2,31,80.95,18,39.44,9,21.36,No,No,Yes,No,No,3,0,5.0,Resolved,90.78,714.95,1.5386,0,2023-04-08,Yes
CUST_00000069,50.0,Male,Married,Bachelor,Urban,60,One year,Electronic check,Yes,No,692.0,Active,232.99,67,108.83,27,41.32,8,28.75,No,Yes,No,No,No,3,1,7.0,Pending,119.9,6934.21,1.1641,1,2018-12-26,No
CUST_00000070,35.0,Female,Married,Bachelor,Suburban,33,Month-to-month,Credit card,No,No,654.0,Active,161.02,33,110.22,27,56.98,11,12.49,No,No,No,Yes,No,6,3,5.0,Resolved,76.7,2626.68,1.0653,1,2021-03-21,No
CUST_00000071,50.0,Female,Single,Master,Urban,31,Two year,Credit card,Yes,Yes,637.0,Active,143.16,42,164.07,79,48.04,10,40.5,No,No,No,Yes,Yes,2,1,7.0,Resolved,133.02,3753.11,1.0077,0,2021-06-02,Yes
CUST_00000072,68.0,Female,Married,Bachelor,Suburban,14,Month-to-month,Electronic check,Yes,No,694.0,Pending,210.12,50,42.02,9,50.71,22,37.66,Yes,No,No,No,No,3,1,6.0,Pending,127.97,1669.98,1.5606,0,2022-10-28,Yes
CUST_00000073,44.0,Female,Married,Master,Urban,29,Month-to-month,Credit card,No,No,770.0,Active,133.24,32,294.56,61,161.54,71,3.61,No,Yes,No,Yes,No,0,0,8.0,None,81.01,2557.49,0.491,0,2021-07-28,No
CUST_00000074,68.0,Male,Single,Bachelor,Urban,20,Month-to-month,Bank transfer,No,Yes,667.0,Active,178.14,45,24.59,7,110.05,49,8.68,No,Yes,No,Yes,No,0,0,8.0,None,75.12,1507.54,0.7365,1,2022-04-27,No
CUST_00000075,18.0,Male,Married,Bachelor,Suburban,1,Two year,Credit card,No,Yes,793.0,Active,121.76,44,129.8,29,57.71,13,1.9,No,No,No,No,No,2,1,8.0,Resolved,37.59,37.09,0.4321,0,2023-11-15,No
CUST_00000076,57.0,Male,Divorced,High School,Urban,20,Month-to-month,Bank transfer,Yes,Yes,581.0,Active,154.93,31,80.11,17,157.18,66,10.14,Yes,No,Yes,No,No,4,1,6.0,Resolved,80.0,1552.55,0.6957,0,2022-04-24,No
CUST_00000077,46.0,Male,Married,Master,Urban,14,Month-to-month,Electronic check,Yes,No,705.0,Active,120.05,27,106.23,51,33.77,15,37.99,No,No,Yes,No,No,1,0,7.0,Escalated,126.31,1692.07,1.3437,0,2022-10-11,No
CUST_00000078,40.0,Male,Married,Bachelor,Rural,2,Month-to-month,Bank transfer,Yes,No,722.0,Suspended,199.04,80,34.56,9,68.26,16,4.42,Yes,No,No,No,No,7,3,5.0,Resolved,61.4,122.85,0.5792,1,2023-10-08,No
CUST_00000079,46.0,Male,Single,Master,Urban,10,One year,Credit card,Yes,Yes,490.0,Active,122.92,45,42.3,12,102.84,21,8.18,Yes,Yes,No,Yes,No,5,1,5.0,Resolved,85.38,851.87,1.0808,2,2023-02-21,No
CUST_00000080,18.0,Male,Married,Bachelor,Suburban,54,Month-to-month,Electronic check,Yes,Yes,718.0,Suspended,130.04,34,64.53,14,38.13,18,45.96,Yes,Yes,Yes,No,No,7,2,6.0,Escalated,150.0,8230.36,2.2388,1,2019-06-27,Yes
CUST_00000081,41.0,Male,Divorced,High School,Suburban,39,Month-to-month,Credit card,Yes,No,659.0,Active,124.17,25,180.35,55,36.22,8,42.08,Yes,Yes,Yes,No,No,3,1,6.0,Resolved,150.0,6281.37,1.6854,1,2020-10-01,No
CUST_00000082,50.0,Male,Married,Bachelor,Urban,58,One year,Electronic check,No,Yes,712.0,Active,123.11,59,76.48,31,41.0,11,50.39,No,Yes,No,No,No,1,0,7.0,Resolved,146.19,8361.62,1.4332,0,2019-02-05,No
CUST_00000083,67.0,Male,Married,High School,Suburban,30,Month-to-month,Electronic check,Yes,Yes,775.0,Active,54.47,13,107.89,43,57.0,18,4.18,Yes,No,No,No,No,1,0,9.0,Escalated,61.06,1819.91,0.8141,0,2021-06-11,No
CUST_00000084,37.0,Male,Married,Bachelor,Suburban,24,One year,Credit card,Yes,Yes,698.0,Suspended,34.69,7,78.68,19,27.06,6,43.78,No,Yes,No,Yes,No,5,2,6.0,Pending,132.61,3477.4,4.0185,0,2021-12-08,No
CUST_00000085,32.0,Male,Divorced,Bachelor,Urban,3,Two year,Mailed check,No,Yes,658.0,Active,162.45,56,105.93,27,49.11,10,3.52,No,Yes,No,Yes,No,1,0,9.0,Escalated,69.41,200.65,0.7384,2,2023-09-17,No
CUST_00000086,37.0,Female,Single,High School,Urban,2,Two year,Credit card,Yes,Yes,559.0,Active,204.62,85,137.3,49,107.66,24,18.02,No,Yes,No,No,Yes,1,0,8.0,Pending,109.63,224.15,0.6895,0,2023-10-12,No
CUST_00000087,58.0,Female,Married,High School,Urban,6,Month-to-month,Bank transfer,Yes,No,673.0,Active,111.92,23,76.8,36,37.2,11,13.44,No,No,No,Yes,No,1,0,6.0,Escalated,63.45,365.76,0.8937,0,2023-07-02,No
CUST_00000088,49.0,Male,Single,Master,Rural,9,Month-to-month,Credit card,Yes,No,795.0,Active,246.35,56,79.42,25,74.66,16,54.06,No,No,No,No,No,4,1,7.0,Pending,144.88,1360.74,1.4784,0,2023-04-01,No
CUST_00000089,,Male,Married,Master,Urban,22,Month-to-month,Credit card,Yes,Yes,432.0,Active,282.7,58,68.88,18,106.03,26,18.2,No,No,Yes,No,No,3,2,7.0,Resolved,89.63,2090.18,0.8702,3,2022-03-03,Yes
CUST_00000090,52.0,Female,Married,Bachelor,Urban,50,Two year,Credit card,No,No,773.0,Active,259.27,73,181.09,37,42.81,9,12.32,Yes,Yes,No,No,No,2,1,8.0,Resolved,95.36,5184.42,0.7947,0,2019-10-06,No
CUST_00000091,46.0,Female,Divorced,Bachelor,Urban,53,Month-to-month,Credit card,Yes,Yes,730.0,Active,128.77,51,180.05,67,33.16,8,50.54,Yes,Yes,No,No,Yes,3,1,7.0,Escalated,150.0,7441.0,1.1811,0,2019-07-13,No
CUST_00000092,59.0,Female,Married,Bachelor,Rural,27,Month-to-month,Electronic check,No,No,675.0,Active,190.11,55,61.46,24,68.1,25,6.11,Yes,No,No,No,Yes,1,0,7.0,Resolved,73.04,2016.19,0.6956,1,2021-09-05,No
CUST_00000093,34.0,Male,Married,Bachelor,Suburban,20,One year,Credit card,Yes,No,728.0,Active,189.44,72,118.5,50,61.47,15,7.13,Yes,No,No,Yes,No,3,1,8.0,Pending,74.77,1539.99,0.5418,0,2022-04-24,No
CUST_00000094,40.0,Female,Divorced,Bachelor,Rural,6,Two year,Credit card,No,No,771.0,Active,328.26,70,70.29,27,222.28,77,9.94,Yes,No,No,Yes,No,0,0,9.0,None,97.85,640.86,0.5591,0,2023-06-21,No
CUST_00000095,39.0,Female,Married,High School,Rural,66,Month-to-month,Credit card,No,No,644.0,Active,230.77,47,124.26,37,75.24,31,15.51,Yes,Yes,No,No,Yes,4,1,6.0,Resolved,108.25,6512.7,0.9332,2,2018-06-23,No
CUST_00000096,23.0,Female,Married,Master,Rural,26,Month-to-month,Credit card,No,No,687.0,Pending,142.06,35,67.52,24,53.2,24,5.27,No,Yes,Yes,No,No,3,1,6.0,Resolved,68.86,1835.53,0.8198,1,2021-10-23,No
CUST_00000097,49.0,Male,Married,Master,Suburban,18,Two year,Credit card,Yes,No,680.0,Pending,108.41,54,55.92,25,26.35,7,7.96,Yes,No,No,No,No,0,0,6.0,None,60.85,1124.0,0.6994,0,2022-06-19,No
CUST_00000098,48.0,Female,Married,Bachelor,Suburban,2,Month-to-month,Electronic check,Yes,No,803.0,Pending,124.68,29,55.82,12,14.52,6,1.81,Yes,No,No,No,No,4,1,5.0,Resolved,56.92,113.91,1.1858,0,2023-10-25,No
CUST_00000099,45.0,Female,Single,Master,Suburban,41,Month-to-month,Credit card,Yes,No,680.0,Active,62.97,19,129.84,26,58.64,17,4.54,Yes,No,No,Yes,Yes,6,3,4.0,Resolved,68.49,2569.32,1.0871,2,2020-07-14,Yes
CUST_00000100,,Female,Married,Bachelor,Urban,10,Two year,Electronic check,Yes,Yes,691.0,Active,85.48,22,64.04,21,61.72,19,41.18,No,Yes,No,No,No,1,0,7.0,Escalated,126.38,1370.77,2.006,1,2023-02-23,No
CUST_00000101,23.0,Male,Married,High School,Urban,55,Month-to-month,Credit card,Yes,Yes,755.0,Pending,157.42,75,96.99,31,87.38,33,4.01,Yes,No,Yes,No,No,0,0,9.0,None,66.25,3464.37,0.4732,1,2019-05-10,No
CUST_00000102,38.0,Female,Single,Master,Urban,4,One year,Mailed check,Yes,Yes,720.0,Active,195.15,45,79.15,22,127.9,33,1.32,Yes,No,No,No,No,1,0,8.0,Resolved,48.47,186.7,0.4799,0,2023-08-07,No
CUST_00000103,39.0,Male,Widowed,High School,Suburban,1,Two year,Electronic check,No,Yes,697.0,Active,57.79,14,47.88,13,51.5,13,28.53,No,No,No,No,No,1,0,9.0,Escalated,79.73,84.85,1.9446,1,2023-11-26,No
CUST_00000104,32.0,Male,Married,Master,Urban,13,One year,Credit card,Yes,Yes,573.0,Active,131.69,31,22.49,6,44.89,11,8.67,No,No,No,No,No,1,0,7.0,Resolved,45.55,627.27,0.9296,2,2022-11-04,No
CUST_00000105,42.0,Female,Divorced,Bachelor,Suburban,1,Month-to-month,Credit card,No,Yes,646.0,Active,156.09,36,79.33,21,41.51,9,1.1,Yes,No,No,No,No,1,0,8.0,Pending,53.53,49.08,0.799,0,2023-11-05,No
CUST_00000106,51.0,Male,Single,Master,Suburban,1,One year,Credit card,No,No,708.0,Active,140.69,47,145.3,51,33.75,12,3.51,No,No,Yes,No,No,2,1,7.0,Resolved,48.87,53.2,0.4403,0,2023-12-01,No
CUST_00000107,73.0,Female,Divorced,Bachelor,Urban,30,Month-to-month,Credit card,Yes,No,690.0,Active,198.68,49,101.03,26,64.58,13,29.38,Yes,No,No,Yes,No,4,2,6.0,Escalated,119.2,3633.44,1.3393,0,2021-06-24,No
CUST_00000108,47.0,Female,Married,Master,Urban,7,Month-to-month,Credit card,No,No,668.0,Active,112.37,45,40.3,16,87.57,18,24.42,No,Yes,No,No,Yes,3,1,9.0,Escalated,106.35,700.8,1.3294,2,2023-05-07,No
